dam_id,dam_name,latitude,longitude,old_csv_id,storage_capacity_m3,radius
id_130013,Humayran,18.013889,43.858056,289_Hamiran,491830,768.0601036
id_070032,Jash (Al-Riyadh),19.321944,43.3875,290_Jash_(Al-Riyadh),486000,763.7128944
id_070063,Al-'Adiyah,17.958567,43.264369,291_Al-Adiyah,480000,759.2102941
id_010101,Raghbah,25.113056,45.815556,292_Raghbah,474153,754.7940472
id_010031,Tamrah,20.344295,45.373186,293_Tamrah,473520,754.3142335
id_130021,Al-Malihah,17.945123,43.780487,294_Al-Maliha,471000,752.4007345
id_100017,Salim Al-Awasat,28.242222,36.598333,295_Salm_Al-Awsat,458187,742.5874654
id_070090,Turayf,19.355278,42.090833,296_Turaif,455300,740.35658
id_010028,Haradah,22.792778,46.199167,297_Haradhah,447800,734.5261901
id_070093,Khurs,18.907222,42.319444,298_Kharas,446675,733.6472308
id_090021,Al-Shinan,27.147317,42.344858,299_Al-Shanan,446568,733.5635716
id_010027,Al-Bair,25.269934,45.970554,300_Al-Bayr,441906,729.9082806
id_010026,Al-Raziwah,22.586019,44.953615,301_Al-Raziwiyah,441675,729.7266384
id_030028,Ajathaliyah,25.164167,40.329722,302_Ajthaliyah,440769,729.0137425
id_130023,Al-Athibah,17.626417,44.205858,303_Al-Athaibah,437350,726.3165252
id_010087,Al-Haysiyah,24.917222,46.180833,304_Al-Haysiyah,436460,725.6126016
id_070079,Al-Musayriq,19.049444,42.908611,305_Al-Masirah,433000,722.8688288
id_030009,Nakhala,26.543611,38.331389,306_Nakhla,428903,719.6050178
id_010109,Al-Shu'bah,25.152694,46.083056,307_Al-Shu'bah,425000,716.4805244
id_100002,Abu Al-Qazaz,26.784167,36.7675,308_Abu_Al-Qazaz,423879,715.5803463
id_100021,Tila' Al-Janawabi,28.18582,36.651087,309_Tala'_Al-Janubi,422481,714.4559837
id_070081,Maskah,20.024502,42.185128,310_Maskah,411226,705.3320333
id_010024,Marat,25.049528,45.467333,315_Marat,400000,696.1002904
id_010025,Sudus,25.005833,46.1475,316_Sudus,400000,696.1002904
id_010084,Al-Halifah,25.128333,45.386944,317_Al-Halifah,400000,696.1002904
id_070089,Al-Mawin,18.650156,42.397278,312_Al-Maween,400000,696.1002904
id_080038,Al-Muzlimat,20.17395,41.316917,318_Al-Muzlamat,400000,696.1002904
id_010099,Jawi,18.212241,43.168404,311_Jouf_Al-Ma'mar,400000,696.1002904
id_030038,Al-Hasid,25.551061,39.385829,314_Al-Hasid,400000,696.1002904
id_070121,Wasat Marama,18.263611,43.601389,313_Wasat_Marmi,400000,696.1002904
id_010059,Al-Muzayri'ah,24.781583,46.336556,320_Al-Muzayri'iyah,390000,687.7617393
id_070061,Surum,19.140111,42.192611,319_Sarum,390000,687.7617393
id_030027,Al-Sadr,26.593413,37.901969,321_Al-Sadr,373593,673.834208
id_020039,Qurad,22.421256,40.492924,322_Qaradh,370000,670.7416575
id_130019,Al-Safah,18.313056,43.853056,323_Al-Safah,366300,667.5405194
id_090020,Al-Hawidah,27.072567,41.3408,324_Al-Huwaydi,360000,662.0507005
id_130012,Thar,17.980556,44.002778,325_Thar,360000,662.0507005
id_070060,Rawdan,18.580533,42.816416,326_Raudhan,357160,659.5594674
id_070041,Tulihah Al-Sharaf,18.447222,43.371389,327_Taliha_Al-Sharif,355650,658.2306758
id_070058,Hijrat Zahir,18.283333,43.29365,328_Hajrat_Zahir,350000,653.2322959
id_070059,Al-Nahrah,17.993107,43.202364,329_Al-Nahrah,350000,653.2322959
id_090029,Bazakhah,27.243333,41.406111,330_Bazakhah,349411,652.7087998
id_030026,Khalis,26.614391,37.914449,331_Khalis,348682,652.0602326
id_020062,Shawqab,20.549722,41.117139,332_Shawqab,345489,649.2111198
id_080043,Jarab,20.418056,41.85,333_Jarab,344100,647.9674099
id_130011,Makhdab,18.453333,44.093333,334_Mukhadhob,343700,647.6087625
id_070067,Al-Hajlah,18.132222,43.0025,335_Al-Hijlah,342926,646.914158
id_070022,Al-Sawdah,18.236389,42.412778,336_Al-Sudah,340000,644.2808509
id_070057,Al-Akhdar Al-Musfir,18.59094,42.473017,337_Al-Akhdar_Al-Musafir,332610,637.5767373
id_070109,Thama,19.522217,41.981979,339_Thama,325000,630.5909576
id_070024,Marah,18.5825,42.15,338_Murah,325000,630.5909576
id_030008,Amirah,25.581667,38.105278,340_Amirah,321215,627.0845029
id_080037,Al-Dhahin,20.075833,41.385278,341_Al-Dhahyan,320000,625.9543311
id_040017,Bada'ih Al-Hamamin,24.968959,42.064096,342_Bada'i'_Al-Hamam,318616,624.6642155
id_030005,Shalal,26.798218,37.858103,343_Shallal,318000,624.0890579
id_080051,Al-Hadim,20.288056,41.396111,344_Al-Hudaym,310000,616.5657914
id_020035,Al-Ramah,20.599718,41.090631,345_Al-Ramah,302876,609.7802204
id_010100,Al-Ananiyah,25.551695,45.574323,355_Al-Ananiyah,300000,607.0171709
id_010082,Safar,24.726056,46.551944,352_Safar,300000,607.0171709
id_010083,Ashirah,25.634444,45.693889,353_Ashirah,300000,607.0171709
id_070052,Ghadar,19.549444,41.983333,10_Ghazar,300000,607.0171709
id_070053,Al-'Ayinah,18.053333,42.2683,347_Al-Aynah,300000,607.0171709
id_070056,Al-Maraghah,18.162483,42.797581,348_Al-Maraghah,300000,607.0171709
id_010085,Al-Sadarih,23.741944,45.151389,354_Al-Sadriyah,300000,607.0171709
id_030032,Qasibah,25.010321,40.507014,350_Qusayba',300000,607.0171709
id_080036,Subihah,20.3375,41.304,356_Subaihah,300000,607.0171709
id_070085,Tamniyah,18.023,42.7637,349_Tamniyah,300000,607.0171709
id_090019,Al-Radafin,27.2675,41.228611,346_Al-Radhfeen,300000,607.0171709
id_130010,Al-Yatim,18.190546,43.879979,351_Alyatim,300000,607.0171709
id_130007,Makish,18.20774,44.458188,357_Mukhsh,288000,595.3359151
id_030025,Ashar,26.723064,37.868702,358_Ashar,284355,591.7374185
id_040007,Al-Madhnib,25.8225,44.189167,359_Al-Muznab,280662,588.0667981
id_040006,Qatan,25.955008,42.338155,360_Qatn,280350,587.7555325
id_010114,Samanan Al-Tad'imi,26.251389,44.890556,361_Samnan_Al-Tad'imi,280037,587.4430868
id_070051,Al-Harajah,17.915733,43.332072,362_Al-Harjah,280000,587.4061403
id_070050,Shari,18.982222,41.911111,363_Shari,275247,582.638547
id_070013,Shihanah,19.588889,41.9275,364_Shayhanah,271100,578.4434523
id_130014,Al-Ashah,17.920078,43.698473,365_Al-Asha,270045,577.370861
id_010112,Al-Khadar,24.189444,45.092778,366_Al-Khudr,265139,572.3539697
id_070054,Sadwan,18.908611,42.225278,367_Sudwan,264000,571.1822834
id_070049,Al-Qabdah,17.634683,43.525867,368_Al-Qabdah,260000,567.0463675
id_070023,Khath'am,19.799444,41.8825,369_Khat'am,252000,558.6733004
id_060003,Uwayj Al-Tal'ah,29.789167,43.058611,370_Uwij_Al-Talaah,251651,558.3048768
id_040005,Al-Matla' Al-Ayman,25.848603,43.015276,373_Al-Mutlaa_Al-Ayman,250000,556.5583505
id_090016,Al-Sir,27.371783,41.4362,371_Al-Sirr,250000,556.5583505
id_010022,Athitiyah,25.158056,45.368056,377_Athaythiyah,250000,556.5583505
id_020034,Al-Marifiq,20.799722,40.908333,375_Al-Marifaq,250000,556.5583505
id_070108,Wadi Daf,18.101472,43.20805,374_Wadi_Daf,250000,556.5583505
id_090017,Ghamrah,26.591667,42.311667,372_Ghamrah,250000,556.5583505
id_130022,Akadhaba,18.136111,44.256667,376_Akadba,250000,556.5583505
id_130005,Al-Bayadh,18.330917,43.919107,378_Al-Bayadh,243000,549.0853357
id_130027,Qurdah,18.184444,44.113333,379_Qardah,242875,548.9508708
id_010080,Al-Tamriyah,25.663353,45.906617,380_Al-Tamriyah,241922,547.9245157
id_130003,Yasan,18.0475,43.960833,381_Yasan,233425,538.6782071
id_090015,Nuqbayn,27.620833,41.614028,382_Naqbayn,230000,534.9013685
id_070034,Tha'abah,18.266239,42.270122,383_Tha'abah,230000,534.9013685
id_080035,Al-Haliyah,19.81495,41.620767,385_Al-Haliyah,230000,534.9013685
id_070040,Rimah,18.355,42.386389,384_Raymah,230000,534.9013685
id_070084,Subh,18.677844,42.331407,386_Sabah,229700,534.5691509
id_010107,Malih,26.130556,44.946111,387_Malih,226040,530.4976461
id_030037,Qusayba' Al-Tad'imi,25.049046,40.473171,388_Qusayba'_Al-Tad'imi,224127,528.3558104
id_020032,Nawafilah,20.809167,40.881944,389_Nawafilah,222000,525.9630982
id_010079,Al-Buq,22.766667,44.8675,390_Al-Buq,221459,525.3526004
id_010111,Al-Nabah,23.851105,45.324422,391_Al-Naba',220500,524.2684822
id_010020,Al-Shahmah,26.112187,45.808843,392_Al-Shuhmah,219617,523.2680926
id_010019,Marqan,24.074167,44.937778,393_Marqan,219537,523.177353
id_070097,Ghalabah,19.04,42.215278,394_Ghalibah,217730,521.1231385
id_090044,Qarih,27.501667,41.598889,395_Qarih,216392,519.5963249
id_010086,Al-Sadirah Am Nakhlah,26.070556,44.966944,396_Al-Sudairiyah_Um_Nukhlah,216000,519.148071
id_030004,Al-Jarisiyah,23.536111,40.815278,397_Al-Juraysiyah,214400,517.3140274
id_020053,Awathal,21.086467,40.665833,398_Awthal,213000,515.7033473
id_070120,Hadhir,19.196389,42.1375,399_Hadhr,211779,514.2940694
id_070086,Al-Gha'il,17.677728,43.346587,400_Al-Gha'il,211400,513.8557622
id_020055,Lasab,21.166314,40.486536,403_Lasb,210000,512.2331055
id_020033,Al-Atah,20.73175,40.870028,402_Al-Ataa,210000,512.2331055
id_020031,Al-Shawahitah,20.986314,40.832006,401_Al-Shawahitah,210000,512.2331055
id_130006,Al-Maghawi,18.274675,43.847868,404_Al-Mughwi,208340,510.3017353
id_010018,Mahiraqah,23.951111,45.075833,405_Mahayriqah,202838,503.8419629
id_010015,Malham,25.143333,46.240556,408_Mulham,200000,500.474019
id_010078,Al-Rimah,25.262201,45.199849,410_Al-Raymah,200000,500.474019
id_080032,Al-Khalah,19.826951,41.631173,9_Al-Khalah,200000,500.474019
id_080033,Al-Talqiyah,19.855219,41.603917,411_Al-Talqiyah,200000,500.474019
id_070045,Bashut,19.579444,41.889444,406_Bashut,200000,500.474019
id_020037,Yasib,21.351155,40.330275,407_Yasib,200000,500.474019
id_010017,Halifah Al-Musa'id,25.126667,45.371556,409_Halifat_Al-Musa'ed,200000,500.474019
id_080034,Al-Jahafin,19.841417,41.6422,412_Al-Jahafin,200000,500.474019
id_090014,Al-Azim,26.541944,42.379444,413_Al-Udhaym,199573,499.9651225
id_010081,Hajilah,23.851395,45.396239,414_Hajilah,197000,496.8864831
id_070044,Radah,18.236714,42.205464,415_Radah,192000,490.8430476
id_010077,Al-Ma'idhar,25.879722,45.349167,416_Al-Mu'aydir,187701,485.5806299
id_070043,Wasanib,18.358056,42.240833,417_Wasanb,182000,478.5036333
id_090013,Saqiyat Fayd,27.144722,42.454444,418_Saqiyah_Fayd,180000,475.9934444
id_120010,Al-Raith,17.614971,42.826909,419_Al-Raith,180000,475.9934444
id_100008,Samin,25.112778,37.419167,420_Samin,177000,472.2005992
id_020029,Dhari,22.57571,41.349388,421_Dhuri,171859,465.6217562
id_020030,Al-Raghiyah Riman,23.330757,41.624444,422_Al-Raghiyah_Reeman,171585,465.2682476
id_020036,Al-Shu'irah,20.525995,41.036911,423_Al-Shu'airaa,171000,464.5125024
id_010014,Al-Hafirah,22.824444,44.954722,424_Al-Hufayrah,170000,463.2174864
id_010013,Al-Khur'iyah,23.811034,45.576844,425_Al-Kharu'iyah,169590,462.6853763
id_100000,Al-Kharar,26.2025,37.376667,426_Al-Kharar,167550,460.0277273
id_090009,Fayd,27.108333,42.474444,427_Fayd,167467,459.9192395
id_010012,Al-Fawarah,23.280191,45.236743,428_Al-Fawarah,164000,455.3621519
id_130026,Al-Sharam,17.741111,43.586944,429_Al-Sharam,163086,454.1523849
id_090036,Al-Na'ih,27.1775,42.275278,430_Al-Na'i,160000,450.0413003
id_030003,Abu Ghasha,25.156667,40.468056,432_Abu_Ghasha,160000,450.0413003
id_070042,Al-Hadilah,18.050833,42.814444,431_Al-Hudaylah,160000,450.0413003
id_090012,Al-Raqab,25.712162,41.075278,433_Al-Raqb,159750,449.7064449
id_080054,Al-Madarah,20.231389,41.39,434_Al-Madrah,157509,446.6924553
id_120008,Al-Madirah,17.306389,43.262222,435_Al-Mudayrah,157000,446.0047598
id_090005,Taba,27.018056,42.102222,436_Taba,154383,442.4504179
id_080026,Al-Aja'idah,19.931111,41.547222,437_Al-Aja'idah,151900,439.0487645
id_070037,Al-Batnah,18.858056,42.655278,438_Al-Batnah,151800,438.9111587
id_090011,Al-Salaf,27.428694,41.520639,439_Al-Silf,150000,436.4260831
id_070106,Al-'Ayzah,17.967733,43.196678,441_Al-Aiza,150000,436.4260831
id_080030,Al-Kharar,20.2173,41.264017,444_Al-Kharar,150000,436.4260831
id_120015,Am Khabarah,16.704156,43.139789,442_Um_Khabarah,150000,436.4260831
id_080049,Al-Afarah,19.776038,41.767744,445_Al-Afarah,150000,436.4260831
id_010011,Al-Mahdiyah,24.662778,46.427778,443_Al-Mahdiyah,150000,436.4260831
id_070039,Al-Ghilan,18.055833,42.951492,440_Al-Ghailan,150000,436.4260831
id_010021,Al-Ruwaydah,23.737759,44.801521,446_Al-Ruwaidah,148570,434.440669
id_010010,Al-Khalif,25.28749,45.174242,447_Al-Khalif,147368,432.7640508
id_030024,Al-Hanaw,23.816389,38.8025,448_Al-Hinu,141435,424.3813998
id_090002,Al-Sahwah,27.145556,41.176111,449_Al-Suhuwa,141260,424.1313737
id_040003,Aba Al-Hadar,25.549356,42.750702,450_Aba_Al-Hadar,141034,423.8082426
id_030002,Al-Wajab,24.993948,40.038059,451_Al-Wajib,140804,423.4791137
id_010104,Ba'ij,26.020773,45.018252,452_Ba'aj,140030,422.3694492
id_010106,Ruwaighib,25.670833,46.384722,453_Ruwaighb,140030,422.3694492
id_010067,Al-Matirafi'ah,24.746333,46.390722,454_Al-Mutairifiyah,140000,422.3263744
id_010099,Jawi,18.212241,43.168404,455_Jawi,138033,419.4914681
id_070048,Al-Khulsah,18.766944,42.260556,456_Al-Khulasa,138000,419.4437275
id_010009,Abu Rukhab,25.106944,43.445,457_Abu_Rukb,136262,416.9208787
id_010023,Al-Qaltah,24.053611,45.014444,458_Al-Qultah,135540,415.8678816
id_070080,Al-Ghurah,19.260278,42.0925,459_Al-Gharah,135000,415.0783989
id_020059,Am Al-Doum,22.653246,41.33666,460_Um_Al-Doom,134745,414.7050124
id_010098,Abaraqih,24.183789,42.869732,461_Ibraqiyah,133792,413.306284
id_080031,Al-Lahijah,19.917778,41.591944,462_Al-Lahjah,130198,407.9837937
id_010030,Bawdah,25.819128,45.673748,463_Bawdah,130000,407.6883438
id_010004,Qabiban,23.483889,45.536389,464_Qubaiban,128442,405.355266
id_010076,Isam,24.720461,43.610381,465_Asam,126000,401.6683743
id_040002,Al-Matla' Al-Aysar,25.821111,43.017222,466_Al-Mutlaa_Al-Aysar,122678,396.5922308
id_070074,Surum Al-Harajah,17.903486,43.470911,467_Sarum_Al-Harjah,121560,394.8677164
id_070076,Bahwan,18.6825,42.413611,468_Bahan,121560,394.8677164
id_070095,Al-Dahnah,18.908833,42.208306,471_Al-Dahnah,120000,392.4474687
id_080029,Al-Marbah,19.835657,41.672739,472_Al-Marbah,120000,392.4474687
id_090006,Tawarin,27.576056,41.44,469_Tawarn,120000,392.4474687
id_090039,Al-Ghazalah,26.796638,41.352678,470_Al-Ghazalah,120000,392.4474687
id_010008,Al-Ghadir,25.22936,45.226406,473_Al-Ghadeer,119000,390.8873471
id_080028,Am Rijlan,19.847495,41.652887,474_Um_Rajlin,118038,389.3800137
id_070030,Bani Qays,19.145,42.034006,475_Bani_Qays,117000,387.7463597
id_010006,Al-Dahinah,25.608753,45.290367,476_Al-Dahna,116640,387.1780019
id_090042,Mashar,27.559736,41.60625,477_Mishar,116121,386.3569992
id_020025,Katnah,20.902461,40.92971,478_Katnah,114652,384.0227182
id_080050,Athal,20.325167,41.057072,479_Athil,113000,381.3788441
id_040001,Al-Rubiqah,25.445556,43.831944,480_Al-Rubaiqah,112151,380.0122167
id_080027,Dhark,20.188611,41.291111,481_Thark,111400,378.7988134
id_070031,Al-Mashrab,18.1383,43.134147,482_Al-Mashrab,111170,378.4263417
id_010007,Al-Anbari,25.195278,45.277333,484_Al-Anbariya,110000,376.5253121
id_070028,Al-'Amal (Zahir),18.076667,43.235556,483_Al-Amal_(Zahir),110000,376.5253121
id_090000,Al-Juwi'diyah,26.776389,41.638333,485_Al-Juwayyidiyah,109000,374.8920856
id_070027,Khidar,18.153911,43.1882,486_Khudar,108000,373.2509886
id_090008,Al-Mudih,26.883889,42.041111,487_Al-Madih,107662,372.6944986
id_040008,Wadi Al-Nakhil,25.428092,42.839694,488_Wadi_Al-Nakhil,107466,372.3713808
id_070107,Al-Farwan,17.722339,43.495892,489_Al-Farwan,107000,371.6019097
id_020024,Al-Manadhah,20.7225,40.903889,490_Al-Manadhah,107000,371.6019097
id_090004,Al-Ratiq,27.306389,41.2775,491_Al-Ratiq,106000,369.944735
id_090003,Al-Sada'iyah,26.827222,41.468889,492_Al-Sada'iya,105728,369.4925678
id_070017,Shi'b Al-Harajah,17.973105,43.393198,493_Sha'ib_Al-Harjah,103108,365.1055408
id_070046,Al-Faqa'is,18.0225,43.28201,494_Al-Faqais,102700,364.4171356
id_100001,Rahib,27.475556,36.798333,495_Raheeb,102263,363.6782084
id_040004,Aba Al-Rimah,25.49313,42.8098,496_Aba_Al-Ramah,101814,362.9172648
id_010005,Al-Ashr,25.240986,45.211788,497_Al-Ashar,101387,362.1919728
id_010043,Al-'Ayinah,24.944444,46.345833,504_Al-Ayyinah,100000,359.8249379
id_090001,Aqadah,27.5325,41.596111,498_Aqdah,100000,359.8249379
id_010003,Al-Manih,25.067531,45.450892,503_Al-Maneh,100000,359.8249379
id_010046,Al-Wasi'ah,25.986667,45.014167,505_Al-Wusay'ah,100000,359.8249379
id_010075,Al-Jafnah,24.157675,43.449883,506_Al-Jafnah,100000,359.8249379
id_070104,Abu Khuda'ah,18.20185,42.85783,502_Abu_Khudha'ah,100000,359.8249379
id_080022,Al-Hijah,19.838031,41.637616,507_Al-Haijah,100000,359.8249379
id_080024,Al-Malad,20.012883,41.486681,509_Al-Mald,100000,359.8249379
id_080048,Al-Milh,19.768875,41.476194,511_Al-Milh,100000,359.8249379
id_080025,Shahbah,20.033889,41.480833,510_Shahba',100000,359.8249379
id_080023,Ajlan,20.014617,41.45805,508_Ujlan,100000,359.8249379
id_090035,Wasmiya,27.508917,41.579722,499_Wasmi,100000,359.8249379
id_070026,Zahrah Bani Bashar,17.941944,43.225833,500_Zahrah_Bani_Bashar,100000,359.8249379
id_070033,Al-Wuqirah,18.014143,43.328845,501_Al-Waqirah,100000,359.8249379
id_090043,Aba Adi,27.570833,41.603333,512_Aba'adi,98449,357.1575558
id_080021,Dharawah,19.799917,41.70925,514_Tharwah,98000,356.3812699
id_120006,Shab Maghawarah,17.332222,43.255278,513_Sha'b_Maghwarah,98000,356.3812699
id_080020,Al-Azizah,20.299167,41.413889,515_Al-Aziza,92762,347.1837809
id_020041,Misan,20.754167,40.807778,516_Maysan,92512,346.7380803
id_010002,Shi'b Al-Qasr Al-Asfal,25.153833,46.267694,517_Sha'b_Al-Qasr_Al-Asfal,91170,344.3346992
id_070055,As-Samkhiyah,18.073139,42.829531,518_Al-Sumkhiyyah,90375,342.9021868
id_010074,Ghubayrah,24.748333,46.543889,521_Ghabirah,90000,342.2241816
id_070077,Tabab,18.367438,42.361866,520_Tabb,90000,342.2241816
id_070025,Al-Ramid,17.981392,43.20996,519_Al-Rumayd,90000,342.2241816
id_070036,Al-Dirham,17.993643,43.264752,522_Al-Darham,86700,336.1927545
id_120009,Amud,17.5525,43.011389,523_Amoud,84957,332.9584669
id_020027,Damah,20.689167,40.893333,524_Damaa,83000,329.2853665
id_090041,Aqadh Al-Tad'imi,27.516111,41.58,525_Aqdah_Al-Tada'iyyi,81232,325.9277815
id_080056,Al-Nusabah,19.623056,41.46,526_Al-Nasbah,80311,324.1635465
id_010000,Al-Hariqah,24.757882,46.527667,528_Al-Hariqah,80000,323.5654135
id_030001,Abu Hanak,25.132892,40.372488,527_Abu_Hank,80000,323.5654135
id_080019,Al-Qamah,19.807033,41.714017,530_Al-Qama',80000,323.5654135
id_010113,Turif,22.776839,44.816382,529_Tarif,80000,323.5654135
id_130002,Aratad,18.226944,43.8275,531_Artad,79700,322.9872807
id_040000,Aba Al-Hiyas,25.522692,42.815416,532_Aba_Al-Hayyas,79473,322.5490686
id_070035,Mahlah 'Ar'arah,17.932042,43.286525,533_Muhalat_Arar,79229,322.0773069
id_030000,Al-Nahitah,25.212219,40.381161,534_Al-Nahitah,77526,318.7632238
id_010116,Ari'ah Al-Sharqi 2,26.340833,44.849722,535_Ar'airah_Al-Sharqi_2,76000,315.7610292
id_070047,Al 'Ifah,17.790833,43.417222,536_Al-Ayfah,74700,313.1784465
id_070072,Shi'b Shadad,19.566389,41.8975,537_Sha'ib_Shidad,74000,311.7780652
id_080052,Al Sarawar,20.20739,41.332782,538_Al_Sarur,72244,308.2342598
id_070087,Al-Da'fah,17.786944,43.379167,539_Al-Dafi'ah,71900,307.5347604
id_080018,Zaqat,19.841683,41.579,11_Zuqt,70000,303.6392612
id_010115,Ari'ah Al-Sharqi 1,26.337337,44.84717,540_Ar'airah_Al-Sharqi_1,64000,290.9597579
id_010001,Tamir,25.710225,45.827694,541_Tameer,61523,285.5440475
id_010049,Al-Maliyah,25.126667,46.164444,542_Al-Maliyah,61000,284.3860313
id_070021,Al-'Asim,18.29138,42.444115,544_Al-Asim,60000,282.1572762
id_070103,Al-'Asran,18.034772,43.0665,545_Al-Asran,60000,282.1572762
id_040012,Dar'ah,25.336667,43.601667,543_Duraah,60000,282.1572762
id_070119,Al-Farhah,18.024167,43.238889,546_Al-Farhah,59232,280.4323453
id_080017,Al-Ritaq,19.916667,41.601389,547_Al-Ritq,57975,277.5836356
id_070102,Al-Sarwa,18.050278,43.129253,548_Al-Sarwah,55000,270.7097509
id_010097,Ari'ah Al-Janubi,26.336944,44.844444,549_Ar'airah_Al-Janubi,50582,260.1317447
id_070020,Rim,18.235867,42.178497,550_Raym,50000,258.7027118
id_070029,Al Basam,18.035556,43.188611,551_Al-Basam,47700,252.9682448
id_010016,Mazwiyah,23.25,44.65,552_Mazwiya,45800,248.1208307
id_020026,Atam,21.072053,40.494542,553_Atam,41000,235.3836944
id_010029,Al-Jazar,25.697671,45.435457,554_Al-Jazar,40365,233.6413024
id_020028,Ghurif Jidarah,20.902058,40.74965,555_Ghureif_Jadrah,40000,232.6332644
id_020066,Hawajiz Al-Dab'ah,20.532156,41.142812,556_Hawajiz_Al-Dhab'ah,40000,232.6332644
id_010105,Ari'ah Al-Shamali,26.339944,44.841094,557_Ar'airah_Al-Shamali,37740,226.2814544
id_080016,Al-Arishayn,19.797411,41.706988,558_Al-'Arishin,37000,224.1585351
id_070019,Al-'Aws,18.279619,42.333383,559_Al-Awas,35000,218.3069933
id_080047,Dabdab,20.120633,41.29275,560_Dabdab,30000,202.8621277
id_070018,Al-Qurihah,18.110833,43.142778,561_Al-Qurayha,26105,189.867984
id_080015,Matuwah,19.788483,41.740367,562_Matwah,24000,182.4197306
id_120007,Lajab (Bashimah),17.573889,42.975833,563_Lajab_(Bashimah),23413,180.2821887
id_070083,Haswah,18.204321,42.31512,564_Haswah,20000,167.2559348
id_080046,Al-Habis,19.950494,41.540986,565_Al-Habis,10000,120.2517095
id_020014,Al-Ahtirazi,21.588322,39.319389,574_Al-Ihtirazi,10000,120.2517095
id_020013,Al-Samir,21.574822,39.257906,573_Al-Samer,10000,120.2517095
id_020011,Ghalil Al-Janubi,21.447411,39.338325,571_Ghaleel_Al-Janoubi,10000,120.2517095
id_020006,Mathawab 1,21.475287,39.394722,566_Muthoub_1,10000,120.2517095
id_020007,Mathawab 2,21.462705,39.339412,567_Muthoub_2,10000,120.2517095
id_020008,Qawas 1,21.504215,39.39175,568_Qoos_1,10000,120.2517095
id_020009,Qawas 2,21.513721,39.391138,569_Qoos_2,10000,120.2517095
id_020010,Qawas 3,21.497415,39.308223,570_Qoos_3,10000,120.2517095
id_020012,Am Al-Khir,21.523502,39.264082,572_Um_Al-Khair,10000,120.2517095
